regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,22/6/2020,26,208935,5196,84,200,8,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,23/6/2020,26,208935,5499,303,201,1,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,24/6/2020,26,208935,5689,190,204,3,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,25/6/2020,26,208935,5930,241,205,1,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,26/6/2020,26,208935,6125,195,211,6,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,27/6/2020,26,208935,6268,143,215,4,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,28/6/2020,27,208935,6380,112,218,3,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,29/6/2020,27,208935,6404,24,225,7,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,30/6/2020,27,208935,6565,161,228,3,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,1/7/2020,27,208935,6784,219,232,4,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,2/7/2020,27,208935,6923,139,236,4,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,3/7/2020,27,208935,7145,222,239,3,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,4/7/2020,27,208935,7347,202,239,0,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,5/7/2020,28,208935,7429,82,246,7,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,6/7/2020,28,208935,7435,6,247,1,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,7/7/2020,28,208935,7495,60,249,2,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,8/7/2020,28,208935,7697,202,249,0,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,9/7/2020,28,208935,7877,180,253,4,,,0
Nordeste,CE,Sobral,23,231290,23011,11ª REGIAO SOBRAL,10/7/2020,28,208935,8099,222,254,1,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,10/4/2020,15,274207,3,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,11/4/2020,15,274207,3,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,12/4/2020,16,274207,3,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,13/4/2020,16,274207,3,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,14/4/2020,16,274207,3,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,15/4/2020,16,274207,3,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,16/4/2020,16,274207,3,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,17/4/2020,16,274207,3,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,18/4/2020,16,274207,3,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,19/4/2020,17,274207,5,2,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,20/4/2020,17,274207,5,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,21/4/2020,17,274207,7,2,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,22/4/2020,17,274207,8,1,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,23/4/2020,17,274207,9,1,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,24/4/2020,17,274207,10,1,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,25/4/2020,17,274207,9,-1,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,26/4/2020,18,274207,14,5,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,27/4/2020,18,274207,14,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,28/4/2020,18,274207,12,-2,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,29/4/2020,18,274207,12,0,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,30/4/2020,18,274207,13,1,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,1/5/2020,18,274207,12,-1,0,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,2/5/2020,18,274207,13,1,1,1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,3/5/2020,19,274207,12,-1,1,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,4/5/2020,19,274207,20,8,1,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,5/5/2020,19,274207,21,1,1,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,6/5/2020,19,274207,21,0,2,1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,7/5/2020,19,274207,23,2,2,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,8/5/2020,19,274207,25,2,2,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,9/5/2020,19,274207,25,0,2,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,10/5/2020,20,274207,31,6,4,2,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,11/5/2020,20,274207,33,2,6,2,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,12/5/2020,20,274207,41,8,7,1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,13/5/2020,20,274207,41,0,7,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,14/5/2020,20,274207,43,2,7,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,15/5/2020,20,274207,46,3,7,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,16/5/2020,20,274207,46,0,7,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,17/5/2020,21,274207,49,3,7,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,18/5/2020,21,274207,54,5,7,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,19/5/2020,21,274207,65,11,7,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,20/5/2020,21,274207,66,1,7,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,21/5/2020,21,274207,68,2,9,2,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,22/5/2020,21,274207,96,28,9,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,23/5/2020,21,274207,96,0,9,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,24/5/2020,22,274207,96,0,9,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,25/5/2020,22,274207,97,1,9,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,26/5/2020,22,274207,97,0,10,1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,27/5/2020,22,274207,96,-1,9,-1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,28/5/2020,22,274207,100,4,11,2,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,29/5/2020,22,274207,106,6,12,1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,30/5/2020,22,274207,241,135,12,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,31/5/2020,23,274207,242,1,12,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,1/6/2020,23,274207,282,40,11,-1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,2/6/2020,23,274207,307,25,14,3,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,3/6/2020,23,274207,337,30,15,1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,4/6/2020,23,274207,414,77,21,6,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,5/6/2020,23,274207,424,10,21,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,6/6/2020,23,274207,429,5,21,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,7/6/2020,24,274207,476,47,21,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,8/6/2020,24,274207,478,2,21,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,9/6/2020,24,274207,522,44,27,6,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,10/6/2020,24,274207,582,60,28,1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,11/6/2020,24,274207,619,37,28,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,12/6/2020,24,274207,629,10,28,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,13/6/2020,24,274207,647,18,37,9,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,14/6/2020,25,274207,647,0,37,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,15/6/2020,25,274207,805,158,40,3,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,16/6/2020,25,274207,825,20,41,1,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,17/6/2020,25,274207,901,76,47,6,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,18/6/2020,25,274207,917,16,49,2,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,19/6/2020,25,274207,1022,105,52,3,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,20/6/2020,25,274207,1176,154,58,6,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,21/6/2020,26,274207,1190,14,58,0,,,
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,22/6/2020,26,274207,1207,17,61,3,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,23/6/2020,26,274207,1275,68,67,6,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,24/6/2020,26,274207,1290,15,70,3,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,25/6/2020,26,274207,1325,35,70,0,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,26/6/2020,26,274207,1361,36,71,1,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,27/6/2020,26,274207,1407,46,81,10,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,28/6/2020,27,274207,1462,55,81,0,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,29/6/2020,27,274207,1564,102,85,4,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,30/6/2020,27,274207,1715,151,88,3,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,1/7/2020,27,274207,1783,68,90,2,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,2/7/2020,27,274207,1982,199,103,13,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,3/7/2020,27,274207,2090,108,104,1,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,4/7/2020,27,274207,2141,51,108,4,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,5/7/2020,28,274207,2254,113,108,0,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,6/7/2020,28,274207,2356,102,114,6,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,7/7/2020,28,274207,2584,228,124,10,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,8/7/2020,28,274207,2992,408,125,1,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,9/7/2020,28,274207,3378,386,126,1,,,0
Nordeste,CE,Juazeiro do Norte,23,230730,23021,21ª REGIAO JUAZEIRO DO NORTE,10/7/2020,28,274207,3702,324,126,0,,,0
